firstlabel_group,prdlstReportNo,prdlstNm,prdkind,manufacture,seller,rawmtrl,allergy,nutrient,barcode,capacity,productGb,imgurl1,imgurl2,prdkindstate,rnum,group_rule,embedding_text
과자,2014038329951,크라운못말리는신짱,과자,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜크라운제과_서울특별시 용산구 한강대로 72길 3,"소맥분(밀,미국산), 혼합식용유{팜올레인유59.98%(말레이시아산),해바라기유40%{외국산(우크라이나·말레이시아·스페인 등)},토코페롤(혼합형)},백설탕,프락토올리고당,분말·결정포도당,산도조절제,정제소금(국내산),아카시아벌꿀0.4%(철원군),검정깨,넛맥분말,계피분말,합성착향료(허니향,크랙커향,훈연향),향미증진제","밀,대두","1회 제공량 1/4 봉지 (30g) / 총 4회 제공량 (1봉지, 120g)
<1회 제공량당 함량 *%영양소 기준치>
열량155kcal, 탄수화물21g 6%, 당류6g, 단백질2g 4%, 지방7g 14%, 포화지방2.2g 15%, 트랜스지방0g, 콜레스테롤0mg 0%, 나트륨70mg 4%
* % 영양소기준치 : 1일 영양소기준치에 대한 비율",알수없음,120g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329951/2014038329951-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329951/2014038329951-2.jpg,유탕처리제품,835,품목유형: 과자,제품명: 크라운못말리는신짱 | 카테고리: 과자
과자,2014038329950,당을줄인맛짱,과자,미찌푸드㈜강원도 원주시 문막읍 반산2로 72 전화번호 080-550-1550,주식회사 이마트 서울특별시 성동구 뚝섬로 377(성수동2가) 전화번호 02-380-5678,"소맥분(밀:미국산),혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유(외국산040%,토코페롤(혼합형)],백설탕,자일리톨2.07% 말토덱스트린,체다치즈분말(덴마크산),식물성크림,정제소금,난각분말,검정깨,산도조절제1,감초농축액,너트매그,산도조절제2,합성착향료(비스켓향),계피엑기스레진*특정성분명 및 함량 : 자일리톨2.07%, 칼슘 100g당 110mg 함유","밀,우유,대두,계란함유","총 내용량 240g 100g당 532kcal 100g당 1일 영양성분 기준치에 대한 비율 : 나트륨 264mg 13%, 탄수화물 63g 19%, 당류 10g 10%, 지방 29g 54%, 트랜스지방 -g, 포화지방 13g 87%, 콜레스테롤 0mg 0%, 단백질 5g 9%, 칼슘 110mg 16% 1일 영양성분 기준치에 대한 비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다. ",8809189922385,240g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329950/2014038329950-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329950/2014038329950-2.jpg,유탕처리제품,836,품목유형: 과자,제품명: 당을줄인맛짱 | 카테고리: 과자
과자,2014038329940,맛짱,과자,㈜미찌푸드_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"소맥분(밀:미국산), 팜올레인유(말레이시아산), 설탕, 물엿, 식물성크림[식물성유지(말레이시아산), 유청분말{우유:외국산(에스토니아, 칠레, 핀란드 등)}], 정제소금(국내산),해조분말, 검정깨, 산도조절제1, 너트매그, 복합조미식품, 산도조절제2,계피엑기스레진, 합성향료(비스켓향, 크래커향),스테비텐후레쉬, 복합조미식품","밀, 우유, 대두, 쇠고기","총 내용량 980g 1회 섭취참고량(30g)당 140kcal
<1회섭취참고량당 1일 영양성분 기준치에 대한 비율>
나트륨20mg 1%, 탄수화물22g 7%, 당류6g 6%, 지방5g 9%, 트랜스지방0g, 포화지방2.8g 19%, 콜레스테롤0mg 0%, 단백질2g 4%, 칼슘33mg 5%
<100g당 1일 영양성분 기준치에 대한 비율>
나트륨 67mg 3% 탄수화물 74g 23% 당류 20 20% 지방 17g 31% 트랜스지방 0g 포화지방 9.2g 61% 콜레스테롤 0mg 0% 단백질 5g 9% 칼슘 110mg 16%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809789922224,980g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329940/2014038329940-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329940/2014038329940-2.jpg,유탕처리제품,837,품목유형: 과자,제품명: 맛짱 | 카테고리: 과자
과자,2014038329939,꿀깨맛 고구마칩,과자,㈜미찌푸드_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"고구마크래커(인도네시아산/타피오카분말,고구마,설탕,계란,정제소금), 팜올레인유(말레이시아산), 설탕, 물엿, 검정깨(중국산), 벌꿀(국내산), 전지분유, 정제소금, 합성향료(고구마향)","우유, 계란","총 내용량 540g 1회 섭취참고량(30g)당 151kcal
<1회섭취참고량당 1일 영양성분 기준치에 대한 비율>
나트륨144mg 7%, 탄수화물22g 7%, 당류7g 7%, 지방7g 13%, 트랜스지방0g, 포화지방3.6g 24%, 콜레스테롤 0.5mg 0.2%, 단백질0.4g 1%
<100g당 1일 영양성분 기준치에 대한 비율>
나트륨478mg 24%, 탄수화물72g 22%, 당류23g 23%, 지방23g 43%, 트랜스지방0g, 포화지방12g 80%, 콜레스테롤2mg 1%, 단백질1g 2%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809189922255,540g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329939/2014038329939-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329939/2014038329939-2.jpg,유탕처리제품,838,품목유형: 과자,제품명: 꿀깨맛 고구마칩 | 카테고리: 과자
과자,2014038329934,빵빵한 갈릭새우칩,과자,미찌푸드㈜강원도 원주시 문막읍 반산2로 72 전화번호 080-550-1550,주식회사 이마트 서울특별시 성동구 뚝섬로 377(성수동2가) 전화번호 02-380-5678,"새우크래커(인도네시아산/타피오카분말,새우,백설탕,식염,계란),팜올레인유(말레이시아산),복합조미식품(갈릭씨즈닝(우유,대두)) 특정성분 : 새우 12%, 마늘분말(국내산 42%, 미국산 58%) 0.7%",알수없음,"1회 제공량 1/6봉(30g)/ 총 6회 제공량(180g) 1회 제공량당 함량 *%영양소 기준치 : 열량 161kcal, 탄수화물 18g 6%, 당류 2g, 단백질 1g미만 1%, 지방 9g 18%, 포화지방 3.6g 27%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 270mg 14% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율",8809189921128,180g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329934/2014038329934-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329934/2014038329934-2.jpg,유탕처리제품,839,품목유형: 과자,제품명: 빵빵한 갈릭새우칩 | 카테고리: 과자
과자,201403832993,달콤한 꿀깨맛 꽈배기,과자 ,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"트위스트스낵펠렛(필리핀산/타피오카전분,소맥분(밀),감자전분,백설탕,정제소금,탄산수소나트륨,탄산칼슘,쇼트닝),백설탕,팜올레인유(말레이시아산),아카시아꿀(국산),누룽지분말,검정깨(중국산),프락토올리고당,합성착향료(허니향)
특정성분명및함량:아카시아꿀(국산)3.2%,검정깨(중국산)0.5%",밀,"총 내용량 190g 1015kcal
<총 내용량당 1일 영양성분 기준치에 대한 비율>
나트륨675mg 34%, 탄수화물124g 38%, 당류45g 45%, 지방56g 104%, 트랜스지방0g, 포화지방24g 160%, 콜레스테롤0mg 0%, 단백질4g 7%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809189922330,190g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/201403832993/201403832993-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/201403832993/201403832993-2.jpg,유탕처리제품,840,품목유형: 과자,제품명: 달콤한 꿀깨맛 꽈배기 | 카테고리: 과자 
과자,2014038329924,통감자,과자,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"사각감자튜브70.37%[인도산/감자전분,감자분말30%,감자플레이크22%,변성감자전분,정제소금],팜올레인유(말레이시아산),감자시즈닝[복합조미분CS{치즈분말#S-E4{치즈맛베이스{치즈맛페이스트(체다치즈:미국산)}}},사워소스베이스(페타치즈:미국산),아스파탐(감미료,페닐알라닌함유)]","밀,대두,우유,쇠고기,새우,오징어","총 내용량 410g 1회 섭취참고량(30g)당 161kcal
<1회섭취참고량당 1일 영양성분 기준치에 대한 비율>
나트륨211㎎ 11%, 탄수화물19g 6%, 당류0.5g 1%, 지방9g 17%, 트랜스지방0g, 포화지방4.5g 30%, 콜레스테롤1㎎ 0.3%, 단백질1g 2%
<100g당 1일 영양성분 기준치에 대한 비율>
나트륨703㎎ 35%, 탄수화물64g 20%, 당류2g 2%, 지방30g 56%, 트랜스지방0g, 포화지방15g 100%, 콜레스테롤 3㎎ 1% 단백질 2g 4%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809189922231,410g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329924/2014038329924-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329924/2014038329924-2.jpg,유탕처리제품,841,품목유형: 과자,제품명: 통감자 | 카테고리: 과자
과자,201403832992,불짬뽕맛 오징어,과자,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"커틀피쉬스낵펠렛68.75%(필리핀산/밀가루,타피오카전분,감자전분,백설탕,탄산수소나트륨,정제소금,갑오징어분말1.079%,탄산칼슘),팜올레인유(말레이시아산),불짬뽕맛씨즈닝6.5%[짬뽕맛분말베이스{분말고추장2호(밀:호주산,미국산)},미립당,미분염(국내산),조미게엑기스분말,새우추출분말,아스파탐(감미료,페닐알라닌함유)]","대두,밀,오징어,게,새우","총 내용량 145g 748kcal
<총 내용량당 1일 영양성분 기준치에 대한 비율>
나트륨1425㎎g 71%, 탄수화물91g 28%, 당류8g 8%, 지방40g 74%, 트랜스지방0g, 포화지방18g 120%, 콜레스테롤2㎎ 1%, 단백질7g 13%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,145g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/201403832992/201403832992-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/201403832992/201403832992-2.jpg,유탕처리제품,842,품목유형: 과자,제품명: 불짬뽕맛 오징어 | 카테고리: 과자
과자,2014038329917,닭다리 스낵,과자,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜미찌유통_서울특별시 서초구 논현로 79,"닭다리형펠렛(이탈리아산/감자전분,건조감자,소맥분,쌀분말,식염,파프리카,터매릭),팜올레인유(말레이시아산),양념치킨씨즈닝3.4%[양념치킨소스파우다38%{양념치킨소스파우다베이스37.26%[에프에스피-1(탈지대두:인도산/소금:국내산),드라이드치킨후레바7.2%(치킨(미국산)69%)}],마늘분말(국내산)]","우유,대두,밀,토마토,닭고기,쇠고기","총 내용량 170g 100g당 521kcal
<100g당 1일 영양성분 기준치에 대한 비율>
나트륨851mg 43%, 탄수화물62g 19%, 당류2g 2%, 지방28g 52%, 트랜스지방0g, 포화지방15g 100%, 콜레스테롤0mg 0%, 단백질6g 11%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,170g(886kcal),식품,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329917/2014038329917-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329917/2014038329917-2.jpg,유탕처리제품,843,품목유형: 과자,제품명: 닭다리 스낵 | 카테고리: 과자
과자,20140383299152,더블 갈릭새우칩,과자,㈜미찌푸드_강원도 원주시 문막읍 반산2로 72,씨제이올리브네트웍스㈜_서울특별시 용산구 한강대로 366,"새우크래커67.5%(인도네시아산/타피오카분말, 새우18.9%, 설탕, 정제소금, 계란), 팜올레인유(말레이시아산), 복합조미식품4.95%[마늘빵맛믹스63.1%{버터치즈맛분말2(버터리체다씨즈닝:미국산), 토스티드갈릭파우더20.4%(미국산/마늘100%), 마늘분말14.8%(국내산/마늘100%)}, 크림버터혼합분말{유크림(우유:호주산)}]","새우,계란,우유,대두,밀","총 내용량 48g 240kcal
나트륨420mg 21%, 탄수화물32g 10%, 당류3g 3%, 지방12g 22%, 트랜스지방0g, 포화지방4.9g 33%, 콜레스테롤5mg 2%, 단백질1g 2%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809189922873,48g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299152/20140383299152-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299152/20140383299152-2.jpg,유탕처리제품,844,품목유형: 과자,제품명: 더블 갈릭새우칩 | 카테고리: 과자
과자,20140383299151,명란마요새우칩,과자 ,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,씨제이올리브네트웍스㈜_서울특별시 용산구 한강대로 366,"새우크래커66.69%(인도네시아산/타피오카분말,새우18.9%,설탕,정제소금,계란),팜올레인유(말레이시아산),복합조미식품7.01%[명란맛씨즈닝분말(미국산/명란:4.1%),설탕,정제소금(국산),유지크림분,마요네즈풍미분말,마요네즈0.2%{식물성유지(외국산:아르헨티나,미국,중국등),난황액{난황(계란:국산)}},아스파탐(감미료,페닐알라닌함유)]","대두,계란,쇠고기,밀,우유,새우,오징어","총 내용량 48g 245kcal
나트륨440mg 22%, 탄수화물31g 10%, 당류4g 4%, 지방13g 24%, 트랜스지방0g, 포화지방6g 40%, 콜레스테롤5mg 2%, 단백질1g미만 2%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809189922880,48g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299151/20140383299151-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299151/20140383299151-2.jpg,유탕처리제품,845,품목유형: 과자,제품명: 명란마요새우칩 | 카테고리: 과자 
과자,2014038329915,YOUUS(유어스) 왕새우칩,과자,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜GS리테일_경기도 용인시 처인구 포곡읍 포곡로 100,"새우크래커(인도네시아산/타피오카분말, 새우, 백설탕, 정제소금, 계란), 팜올레인유(말레이시아산), 새우씨즈닝[새우맛프리믹스N(엔){새우엑기스분말W1-1(건새우:국내산)}, 토마토분말(스페인산)]","새우, 계란, 우유, 대두, 밀, 토마토","총 내용량 54g 291kcal
<총 내용량당 1일 영양성분 기준치에 대한 비율>
나트륨522mg 26%, 탄수화물36g 11%, 당류6g 6%, 지방13g 24%, 트랜스지방0g, 포화지방8g 53%, 콜레스테롤0mg 0%, 단백질1g 2%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,54g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329915/2014038329915-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/2014038329915/2014038329915-2.jpg,유탕처리제품,846,품목유형: 과자,제품명: YOUUS(유어스) 왕새우칩 | 카테고리: 과자
과자,20140383299149,서울스낵 불고기맛,과자,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"라이스크래커68.91%(태국산/찹쌀95%, 수박주스, 설탕), 팜올레인유(말레이시아산), 불고기맛씨즈닝-엠5.8%{설탕, 짭짤한맛인핸서(중국산), 에프에스피-1(탈지대두/외국산:인도, 미국, 중국), 양조간장분말, 알에프비케이, 감미료(아스파탐, 페닐알라닌 함유)}","대두,밀,조개류(굴),토마토,새우,닭고기","총 내용량 75g 391kcal
<총 내용량당 1일 영양성분 기준치에 대한 비율>
나트륨813㎎ 41%, 탄수화물46g 14%, 당류7g 7%, 지방21g 39%, 트랜스지방0g, 포화지방12g 80%, 콜레스테롤- ㎎ - %, 단백질4g 7%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809189922774,75g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299149/20140383299149-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299149/20140383299149-2.jpg,유탕처리제품,847,품목유형: 과자,제품명: 서울스낵 불고기맛 | 카테고리: 과자
과자,20140383299148,서울스낵 떡볶이맛 ,과자,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"라이스크래커55.92%(태국산/찹쌀95%, 수박주스, 설탕), 팜올레인유(말레이시아산), 설탕, 올리고당, 복합조미식품[떡볶이맛시즈닝엠{양념볶음맛분말(대두/외국산:인도, 미국, 중국), 에프에스피-1(탈지대두/외국산:인도, 미국, 중국), 감미료(아스파탐, 페닐알라닌)}], 혼합제제(올레오레진파프리카, 폴리소르베이트), 건마늘분말, 건양파분말, 혼합제제(스모크향, 숯불갈비향, 불고기향, 가공유지, 합성향료), 캡시컴NW","대두,밀,쇠고기","총 내용량 100g 459kcal
<총 내용량당1일 영양성분 기준치에 대한 비율>
나트륨726㎎ 36%, 탄수화물72g 22%, 당류32g 32%, 지방17g 32%, 트랜스지방0g, 포화지방9g 60%, 콜레스테롤- ㎎ - %, 단백질4g 7%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809189922767,100g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299148/20140383299148-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299148/20140383299148-2.jpg,유탕처리제품,848,품목유형: 과자,제품명: 서울스낵 떡볶이맛  | 카테고리: 과자
과자,20140383299143,바삭한 갈릭새우칩,과자,미찌푸드㈜_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"새우펠렛68.5%(베트남산/타페오카분말, 새우10%, 설탕, 정제소금, 마늘1.07%, 구연산, 산도조절제)팜올레인유(말레이시아산), 복합조미식품3.85%[마늘빵맛믹스-1 36%{버터치즈맛분말(버터리체다씨즈닝/미국산), 토스티드갈릭파우더20.4%(미국산), 마늘분말14.8%(국산)}, 새우엑기스분말-200 13.67%{건보리새우32.91%(국산)}]","대두,밀,우유,새우,게","총 내용량 193g 1038kcal
<총 내용량당 1일 영양성분 기준치에 대한 비율>
나트륨1332㎎ 67%, 탄수화물120g 37%, 당류15g 15%, 지방61g 113%, 트랜스지방0g 포화지방32g 213%, 콜레스테롤4.3㎎ 1%, 단백질2g 4%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,193g,식품,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299143/20140383299143-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2014/20140383299143/20140383299143-2.jpg,유탕처리제품,849,품목유형: 과자,제품명: 바삭한 갈릭새우칩 | 카테고리: 과자
